App name,No.,Time,Source,Destination,Protocol,Length
Google Fi,810,112.597118,172.30.1.250,172.30.1.1,TLSv1.3,116
Google Fi,811,112.597454,172.30.1.1,172.30.1.250,TCP,88
WhatsApp,812,112.829277,172.30.1.1,172.30.1.250,TCP,92
WhatsApp,813,112.829539,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,814,112.829708,172.30.1.1,172.30.1.250,TCP,124
WhatsApp,815,112.829743,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,816,113.142394,172.30.1.250,172.30.1.1,TCP,128
WhatsApp,817,113.143271,172.30.1.1,172.30.1.250,TCP,88
Messages,818,119.078459,172.30.1.250,172.30.1.1,TLSv1.3,124
Messages,819,119.086187,172.30.1.1,172.30.1.250,TLSv1.3,124
Messages,820,119.086925,172.30.1.250,172.30.1.1,TCP,88
Messages,821,119.087107,172.30.1.1,172.30.1.250,TLSv1.3,124
Messages,822,119.087168,172.30.1.250,172.30.1.1,TCP,88
Messages,823,129.083237,172.30.1.250,172.30.1.1,TLSv1.3,124
Messages,824,129.092873,172.30.1.1,172.30.1.250,TLSv1.3,124
Messages,825,129.09546,172.30.1.1,172.30.1.250,TLSv1.3,124
Messages,826,129.095964,172.30.1.250,172.30.1.1,TCP,88
Messages,827,139.17106,172.30.1.250,172.30.1.1,TLSv1.3,124
Messages,828,139.174967,172.30.1.1,172.30.1.250,TLSv1.3,124
Messages,829,139.175029,172.30.1.1,172.30.1.250,TLSv1.3,124
Messages,830,139.175117,172.30.1.250,172.30.1.1,TCP,88
Messages,831,141.193463,172.30.1.1,172.30.1.250,TLSv1.3,188
Messages,832,141.193828,172.30.1.250,172.30.1.1,TCP,88
Messages,833,141.193942,172.30.1.1,172.30.1.250,TLSv1.3,716
Messages,834,141.193955,172.30.1.1,172.30.1.250,TLSv1.3,120
Messages,835,141.194008,172.30.1.250,172.30.1.1,TCP,88
Messages,836,141.803932,172.30.1.250,172.30.1.1,TLSv1.3,268
Messages,837,141.806412,172.30.1.1,172.30.1.250,TLSv1.3,128
Messages,838,141.806539,172.30.1.250,172.30.1.1,TCP,88
Messages,839,146.511462,172.30.1.1,172.30.1.250,TLSv1.3,188
Messages,840,146.511604,172.30.1.1,172.30.1.250,TLSv1.3,716
Messages,841,146.511683,172.30.1.1,172.30.1.250,TLSv1.3,120
Messages,842,146.5119,172.30.1.250,172.30.1.1,TCP,88
Messages,843,147.083916,172.30.1.250,172.30.1.1,TLSv1.3,208
Messages,844,147.084172,172.30.1.250,172.30.1.1,TLSv1.3,148
Messages,845,147.086586,172.30.1.1,172.30.1.250,TCP,88
Messages,846,147.086603,172.30.1.1,172.30.1.250,TLSv1.3,128
Messages,847,147.086613,172.30.1.1,172.30.1.250,TLSv1.3,124
Messages,848,147.086696,172.30.1.250,172.30.1.1,TCP,88
Messages,849,147.436702,172.30.1.1,172.30.1.250,TLSv1.3,188
Messages,850,147.436844,172.30.1.250,172.30.1.1,TCP,88
Messages,851,147.436898,172.30.1.1,172.30.1.250,TLSv1.3,788
Messages,852,147.436926,172.30.1.250,172.30.1.1,TCP,88
Messages,853,147.437875,172.30.1.1,172.30.1.250,TLSv1.3,120
Messages,854,147.437897,172.30.1.250,172.30.1.1,TCP,88
Messages,855,147.883545,172.30.1.250,172.30.1.1,TLSv1.3,272
Messages,856,147.886644,172.30.1.1,172.30.1.250,TLSv1.3,128
Messages,857,147.886764,172.30.1.250,172.30.1.1,TCP,88
Google Play service,858,148.471319,172.30.1.250,172.30.1.1,TLSv1.3,432
Google Play service,859,148.471655,172.30.1.1,172.30.1.250,TCP,88
Messages,860,148.478064,172.30.1.250,172.30.1.1,TLSv1.3,812
Messages,861,148.480679,172.30.1.1,172.30.1.250,TLSv1.3,124
Messages,862,148.480807,172.30.1.250,172.30.1.1,TCP,88
Messages,863,148.584264,172.30.1.1,172.30.1.250,TLSv1.3,196
Messages,864,148.584482,172.30.1.250,172.30.1.1,TCP,88
Messages,865,148.584913,172.30.1.1,172.30.1.250,TLSv1.3,416
Messages,866,148.584976,172.30.1.250,172.30.1.1,TCP,88
Messages,867,148.585186,172.30.1.1,172.30.1.250,TLSv1.3,120
Messages,868,148.58521,172.30.1.250,172.30.1.1,TCP,88
Messages,869,148.729095,172.30.1.250,172.30.1.1,TLSv1.3,260
Messages,870,148.73594,172.30.1.1,172.30.1.250,TLSv1.3,128
Messages,871,148.736117,172.30.1.250,172.30.1.1,TCP,88
Messages,872,149.006471,172.30.1.250,172.30.1.1,TLSv1.3,124
Messages,873,149.053759,172.30.1.1,172.30.1.250,TCP,88
Google Play service,874,149.150184,172.30.1.1,172.30.1.250,DNS,116
Google Play service,875,149.323565,172.30.1.250,172.30.1.1,DNS,372
Google Play service,876,149.327425,172.30.1.1,172.30.1.250,TCP,108
Google Play service,877,149.376032,172.30.1.250,172.30.1.1,TCP,96
Google Play service,878,149.376214,172.30.1.1,172.30.1.250,TCP,88
Google Play service,879,149.379173,172.30.1.1,172.30.1.250,TLSv1.3,632
Google Play service,880,149.379646,172.30.1.250,172.30.1.1,TCP,88
Google Play service,881,149.439442,172.30.1.250,172.30.1.1,TLSv1.3,292
Google Play service,882,149.439764,172.30.1.1,172.30.1.250,TCP,88
Google Play service,883,149.440349,172.30.1.1,172.30.1.250,TLSv1.3,152
Google Play service,884,149.440434,172.30.1.250,172.30.1.1,TCP,88
Google Play service,885,149.44648,172.30.1.1,172.30.1.250,TLSv1.3,1260
Google Play service,886,149.44663,172.30.1.250,172.30.1.1,TCP,88
Google Play service,887,149.541067,172.30.1.250,172.30.1.1,TLSv1.3,2012
Google Play service,888,149.541222,172.30.1.1,172.30.1.250,TCP,88
Google Play service,889,149.544292,172.30.1.250,172.30.1.1,TLSv1.3,232
Google Play service,890,149.544355,172.30.1.1,172.30.1.250,TCP,88
Google Play service,1013,152.544207,172.30.1.1,172.30.1.250,TLSv1.3,1544
Google Play service,1014,152.544516,172.30.1.250,172.30.1.1,TCP,88
Google Play service,1023,152.632619,172.30.1.250,172.30.1.1,TLSv1.3,1432
Google Play service,1024,152.632903,172.30.1.1,172.30.1.250,TCP,88
Google Play service,1025,152.634596,172.30.1.250,172.30.1.1,TLSv1.3,228
Google Play service,1026,152.634885,172.30.1.1,172.30.1.250,TCP,88
Google Play service,1034,152.755476,172.30.1.1,172.30.1.250,DNS,112
Google Play service,1037,152.844456,172.30.1.250,172.30.1.1,DNS,128
Google Play service,1049,152.849417,172.30.1.1,172.30.1.250,TCP,108
Google Play service,1059,152.90193,172.30.1.250,172.30.1.1,TCP,96
Google Play service,1060,152.902164,172.30.1.1,172.30.1.250,TCP,88
Google Play service,1061,152.903897,172.30.1.1,172.30.1.250,TLSv1.2,272
Google Play service,1062,152.904209,172.30.1.250,172.30.1.1,TCP,88
Google Play service,1063,152.953997,172.30.1.250,172.30.1.1,TLSv1.2,2760
Google Play service,1064,152.95455,172.30.1.1,172.30.1.250,TCP,88
Google Play service,1065,152.956542,172.30.1.250,172.30.1.1,TLSv1.2,1980
Google Play service,1066,152.957243,172.30.1.1,172.30.1.250,TCP,88
Google Play service,1067,152.976713,172.30.1.1,172.30.1.250,TLSv1.2,180
Google Play service,1068,152.97689,172.30.1.250,172.30.1.1,TCP,88
Google Play service,1069,152.979353,172.30.1.1,172.30.1.250,TLSv1.2,440
Google Play service,1070,152.979481,172.30.1.250,172.30.1.1,TCP,88
Google Play service,1071,153.026768,172.30.1.250,172.30.1.1,TLSv1.2,384
Google Play service,1072,153.027033,172.30.1.1,172.30.1.250,TCP,88
Google Play service,1073,153.087685,172.30.1.250,172.30.1.1,TLSv1.2,476
Google Play service,1074,153.088255,172.30.1.1,172.30.1.250,TCP,88
Google Play service,1075,153.158586,172.30.1.1,172.30.1.250,TLSv1.2,944
Google Play service,1076,153.158809,172.30.1.250,172.30.1.1,TCP,88
Google Play service,1077,153.223892,172.30.1.250,172.30.1.1,TLSv1.2,568
Google Play service,1078,153.224219,172.30.1.1,172.30.1.250,TCP,88
Google Play service,1079,153.247134,172.30.1.1,172.30.1.250,TLSv1.2,436
Google Play service,1080,153.247312,172.30.1.250,172.30.1.1,TCP,88
Google Play service,1081,153.32666,172.30.1.250,172.30.1.1,TLSv1.2,476
Google Play service,1082,153.326951,172.30.1.1,172.30.1.250,TCP,88
Google Play service,1083,153.35409,172.30.1.1,172.30.1.250,TLSv1.2,924
Google Play service,1084,153.354259,172.30.1.250,172.30.1.1,TCP,88
Google Play service,1090,153.418982,172.30.1.250,172.30.1.1,TLSv1.2,568
Google Play service,1092,153.435401,172.30.1.1,172.30.1.250,TLSv1.2,440
Google Play service,1093,153.435631,172.30.1.250,172.30.1.1,TCP,88
Google Play service,1121,153.509733,172.30.1.250,172.30.1.1,TLSv1.2,476
Google Play service,1154,153.542725,172.30.1.1,172.30.1.250,TLSv1.2,984
Google Play service,1155,153.542885,172.30.1.250,172.30.1.1,TCP,88
Google Play service,1165,153.599804,172.30.1.250,172.30.1.1,TLSv1.2,568
Google Play service,1167,153.642276,172.30.1.1,172.30.1.250,TCP,88
Google Play service,1214,154.076313,172.30.1.1,172.30.1.250,TLSv1.3,1544
Google Play service,1215,154.076617,172.30.1.250,172.30.1.1,TCP,88
Google Play service,1216,154.283276,172.30.1.250,172.30.1.1,TLSv1.3,1684
Google Play service,1217,154.283616,172.30.1.1,172.30.1.250,TCP,88
Accountable2You,1574,157.778159,172.30.1.1,172.30.1.250,TCP,108
Accountable2You,1575,157.962984,172.30.1.250,172.30.1.1,TCP,96
Accountable2You,1576,157.963237,172.30.1.1,172.30.1.250,TCP,88
Accountable2You,1577,157.964813,172.30.1.1,172.30.1.250,TLSv1.3,604
Accountable2You,1578,157.965252,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,1579,158.015885,172.30.1.250,172.30.1.1,TLSv1.3,2760
Accountable2You,1580,158.016357,172.30.1.1,172.30.1.250,TCP,88
Accountable2You,1581,158.018171,172.30.1.250,172.30.1.1,TLSv1.3,4108
Accountable2You,1582,158.01828,172.30.1.1,172.30.1.250,TCP,88
Accountable2You,1583,158.026885,172.30.1.1,172.30.1.250,TLSv1.3,152
Accountable2You,1584,158.027031,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,1585,158.028264,172.30.1.1,172.30.1.250,TLSv1.3,132
Accountable2You,1586,158.028334,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,1587,158.028517,172.30.1.1,172.30.1.250,TLSv1.3,124
Accountable2You,1588,158.028547,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,1589,158.028708,172.30.1.1,172.30.1.250,TLSv1.3,124
Accountable2You,1590,158.028766,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,1591,158.029985,172.30.1.1,172.30.1.250,TLSv1.3,160
Accountable2You,1592,158.030033,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,1593,158.065649,172.30.1.250,172.30.1.1,TLSv1.3,956
Accountable2You,1594,158.065822,172.30.1.1,172.30.1.250,TCP,88
Accountable2You,1595,158.066772,172.30.1.1,172.30.1.250,TLSv1.3,120
Accountable2You,1596,158.06687,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,1597,158.069785,172.30.1.1,172.30.1.250,TCP,88
Accountable2You,1598,158.069817,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,1599,158.072938,172.30.1.1,172.30.1.250,TLSv1.3,2132
Accountable2You,1600,158.073078,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,1601,158.110806,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,1602,158.290147,172.30.1.250,172.30.1.1,TLSv1.3,676
Accountable2You,1603,158.290581,172.30.1.1,172.30.1.250,TCP,88
Messages,1604,159.077652,172.30.1.250,172.30.1.1,TLSv1.3,124
Messages,1605,159.078057,172.30.1.1,172.30.1.250,TCP,88
Messages,1606,159.0824,172.30.1.1,172.30.1.250,TLSv1.3,124
Messages,1607,159.08255,172.30.1.250,172.30.1.1,TCP,88
Messages,1608,159.082823,172.30.1.1,172.30.1.250,TLSv1.3,124
Messages,1609,159.082862,172.30.1.250,172.30.1.1,TCP,88
Google Play service,1610,160.946001,172.30.1.250,172.30.1.1,TLSv1.3,432
Google Play service,1611,160.947087,172.30.1.1,172.30.1.250,TCP,88
Messages,1612,160.947978,172.30.1.250,172.30.1.1,TLSv1.3,680
Messages,1613,160.948333,172.30.1.1,172.30.1.250,TCP,88
Google Play service,1614,160.976421,172.30.1.1,172.30.1.250,TLSv1.3,124
Google Play service,1615,160.976679,172.30.1.250,172.30.1.1,TCP,88
Messages,1616,161.010155,172.30.1.1,172.30.1.250,TLSv1.3,196
Messages,1617,161.010204,172.30.1.1,172.30.1.250,TLSv1.3,368
Messages,1618,161.01022,172.30.1.1,172.30.1.250,TLSv1.3,120
Messages,1619,161.010388,172.30.1.250,172.30.1.1,TCP,88
Messages,1620,161.057813,172.30.1.1,172.30.1.250,TLSv1.3,196
Messages,1621,161.057869,172.30.1.1,172.30.1.250,TLSv1.3,416
Messages,1622,161.057885,172.30.1.1,172.30.1.250,TLSv1.3,120
Messages,1623,161.058051,172.30.1.250,172.30.1.1,TCP,88
Messages,1624,161.07773,172.30.1.250,172.30.1.1,TLSv1.3,768
Messages,1625,161.077873,172.30.1.1,172.30.1.250,TCP,88
Messages,1626,161.079753,172.30.1.250,172.30.1.1,TLSv1.3,148
Messages,1627,161.079827,172.30.1.1,172.30.1.250,TCP,88
Messages,1628,161.08344,172.30.1.1,172.30.1.250,TLSv1.3,128
Messages,1629,161.083531,172.30.1.250,172.30.1.1,TCP,88
Messages,1630,161.200472,172.30.1.250,172.30.1.1,TLSv1.3,260
Messages,1631,161.201003,172.30.1.1,172.30.1.250,TCP,88
Messages,1632,161.206044,172.30.1.1,172.30.1.250,TLSv1.3,128
Messages,1633,161.206203,172.30.1.250,172.30.1.1,TCP,88
Messages,1710,169.077831,172.30.1.250,172.30.1.1,TLSv1.3,124
Messages,1711,169.100106,172.30.1.1,172.30.1.250,TLSv1.3,124
Messages,1712,169.100724,172.30.1.250,172.30.1.1,TCP,88
Messages,1713,169.102027,172.30.1.1,172.30.1.250,TLSv1.3,124
Messages,1714,169.102099,172.30.1.250,172.30.1.1,TCP,88
Messages,1715,169.805188,172.30.1.250,172.30.1.1,TLSv1.3,472
Messages,1716,169.850316,172.30.1.1,172.30.1.250,TCP,88
WhatsApp,1717,173.117034,172.30.1.250,172.30.1.1,TCP,88
Google Fi,1718,173.119579,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,1719,173.153019,172.30.1.1,172.30.1.250,TCP,108
WhatsApp,1720,173.230444,172.30.1.250,172.30.1.1,TCP,96
WhatsApp,1721,173.231176,172.30.1.1,172.30.1.250,TCP,88
WhatsApp,1722,173.239461,172.30.1.1,172.30.1.250,TCP,92
WhatsApp,1723,173.240268,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,1724,173.241025,172.30.1.1,172.30.1.250,SSL,92
WhatsApp,1725,173.241147,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,1726,173.241338,172.30.1.1,172.30.1.250,SSL,96
WhatsApp,1727,173.241521,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,1728,173.260184,172.30.1.1,172.30.1.250,TCP,92
WhatsApp,1729,173.260392,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,1730,173.260572,172.30.1.1,172.30.1.250,SSL,352
WhatsApp,1731,173.260995,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,1732,173.33972,172.30.1.250,172.30.1.1,SSL,200
WhatsApp,1733,173.3401,172.30.1.1,172.30.1.250,TCP,88
WhatsApp,1734,173.355555,172.30.1.1,172.30.1.250,TCP,92
WhatsApp,1735,173.355737,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,1736,173.359399,172.30.1.1,172.30.1.250,SSL,288
WhatsApp,1737,173.359504,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,1738,173.359603,172.30.1.1,172.30.1.250,SSL,128
WhatsApp,1739,173.35964,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,1740,173.645232,172.30.1.250,172.30.1.1,SSL,328
WhatsApp,1741,173.646706,172.30.1.1,172.30.1.250,TCP,88
WhatsApp,1742,173.646763,172.30.1.250,172.30.1.1,SSL,124
WhatsApp,1743,173.646856,172.30.1.1,172.30.1.250,TCP,88
Messages,1744,173.683074,172.30.1.250,172.30.1.1,TLSv1.3,472
Messages,1745,173.683382,172.30.1.1,172.30.1.250,TCP,88
Messages,1746,178.353076,172.30.1.250,172.30.1.1,TLSv1.3,472
Messages,1747,178.353881,172.30.1.1,172.30.1.250,TCP,88
Messages,1748,178.38544,172.30.1.1,172.30.1.250,TLSv1.3,124
Messages,1749,178.385516,172.30.1.1,172.30.1.250,TLSv1.3,124
Messages,1750,178.385852,172.30.1.250,172.30.1.1,TCP,88
Messages,1751,179.1704,172.30.1.250,172.30.1.1,TLSv1.3,124
Messages,1752,179.170637,172.30.1.1,172.30.1.250,TCP,88
Messages,1753,182.535773,172.30.1.250,172.30.1.1,TLSv1.3,472
Messages,1754,182.536319,172.30.1.1,172.30.1.250,TCP,88
Google Play service,3457,186.668753,172.30.1.250,172.30.1.1,TLSv1.3,432
Messages,3458,186.673223,172.30.1.250,172.30.1.1,TLSv1.3,688
Messages,3459,186.673949,172.30.1.1,172.30.1.250,TCP,88
Messages,3460,186.703279,172.30.1.1,172.30.1.250,TLSv1.3,124
Messages,3461,186.703362,172.30.1.1,172.30.1.250,TLSv1.3,124
Messages,3462,186.703608,172.30.1.250,172.30.1.1,TCP,88
Google Play service,3463,186.709979,172.30.1.1,172.30.1.250,TCP,88
Messages,3464,186.790732,172.30.1.1,172.30.1.250,TLSv1.3,196
Messages,3465,186.790932,172.30.1.250,172.30.1.1,TCP,88
Messages,3466,186.791082,172.30.1.1,172.30.1.250,TLSv1.3,368
Messages,3467,186.791104,172.30.1.1,172.30.1.250,TLSv1.3,120
Messages,3468,186.791174,172.30.1.250,172.30.1.1,TCP,88
Messages,3469,186.893992,172.30.1.250,172.30.1.1,TLSv1.3,840
Messages,3470,186.894745,172.30.1.1,172.30.1.250,TCP,88
Messages,3471,186.905424,172.30.1.1,172.30.1.250,TLSv1.3,128
Messages,3472,186.905564,172.30.1.250,172.30.1.1,TCP,88
Messages,3474,187.224027,172.30.1.1,172.30.1.250,TLSv1.3,188
Messages,3475,187.224305,172.30.1.250,172.30.1.1,TCP,88
Messages,3476,187.224981,172.30.1.1,172.30.1.250,TLSv1.3,1144
Messages,3477,187.225061,172.30.1.250,172.30.1.1,TCP,88
Messages,3478,187.225361,172.30.1.1,172.30.1.250,TLSv1.3,120
Messages,3479,187.225391,172.30.1.250,172.30.1.1,TCP,88
Messages,3484,187.268351,172.30.1.1,172.30.1.250,TLSv1.3,196
Messages,3485,187.268529,172.30.1.250,172.30.1.1,TCP,88
Messages,3486,187.269089,172.30.1.1,172.30.1.250,TLSv1.3,416
Messages,3487,187.269186,172.30.1.250,172.30.1.1,TCP,88
Messages,3488,187.269563,172.30.1.1,172.30.1.250,TLSv1.3,120
Messages,3489,187.269624,172.30.1.250,172.30.1.1,TCP,88
Messages,3492,187.409162,172.30.1.250,172.30.1.1,TLSv1.3,196
Messages,3493,187.411527,172.30.1.250,172.30.1.1,TLSv1.3,148
Messages,3494,187.411926,172.30.1.1,172.30.1.250,TCP,88
Messages,3495,187.412507,172.30.1.1,172.30.1.250,TLSv1.3,128
Messages,3496,187.41257,172.30.1.250,172.30.1.1,TCP,88
Messages,3497,187.472295,172.30.1.250,172.30.1.1,TLSv1.3,208
Messages,3498,187.474676,172.30.1.250,172.30.1.1,TLSv1.3,148
Messages,3499,187.474919,172.30.1.1,172.30.1.250,TCP,88
Messages,3500,187.480154,172.30.1.1,172.30.1.250,TLSv1.3,128
Messages,3501,187.480276,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,3521,188.968016,172.30.1.1,172.30.1.250,TCP,92
WhatsApp,3522,188.968365,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,3523,188.968525,172.30.1.1,172.30.1.250,SSL,124
WhatsApp,3524,188.968589,172.30.1.250,172.30.1.1,TCP,88
Messages,3525,189.016782,172.30.1.250,172.30.1.1,TLSv1.3,124
WhatsApp,3526,189.057378,172.30.1.250,172.30.1.1,SSL,128
WhatsApp,3527,189.057474,172.30.1.1,172.30.1.250,TCP,88
Messages,3528,189.061803,172.30.1.1,172.30.1.250,TCP,88
Google Fi,3529,189.444639,172.30.1.1,172.30.1.250,QUIC,1324
Google Fi,3530,189.464735,172.30.1.1,172.30.1.250,QUIC,156
Google Fi,3531,189.570356,172.30.1.1,172.30.1.250,QUIC,1324
Google Fi,3532,189.644235,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,3533,189.644607,172.30.1.250,172.30.1.1,QUIC,860
Google Fi,3534,189.644697,172.30.1.250,172.30.1.1,QUIC,184
Google Fi,3535,189.644743,172.30.1.250,172.30.1.1,QUIC,100
Google Fi,3536,189.646557,172.30.1.1,172.30.1.250,QUIC,1324
Google Fi,3537,189.646623,172.30.1.1,172.30.1.250,QUIC,148
Google Fi,3538,189.646646,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,3539,189.646972,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,3540,189.647196,172.30.1.1,172.30.1.250,QUIC,1320
Google Fi,3541,189.64724,172.30.1.1,172.30.1.250,QUIC,1324
Google Fi,3542,189.647259,172.30.1.1,172.30.1.250,QUIC,1324
Google Fi,3543,189.647277,172.30.1.1,172.30.1.250,QUIC,1324
Google Fi,3544,189.647294,172.30.1.1,172.30.1.250,QUIC,1324
Google Fi,3545,189.647312,172.30.1.1,172.30.1.250,QUIC,1324
Google Fi,3546,189.647331,172.30.1.1,172.30.1.250,QUIC,1324
Google Fi,3547,189.647347,172.30.1.1,172.30.1.250,QUIC,344
Google Fi,3548,189.647432,172.30.1.1,172.30.1.250,QUIC,1324
Google Fi,3549,189.654648,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,3550,189.710176,172.30.1.250,172.30.1.1,QUIC,104
Google Fi,3551,189.710259,172.30.1.250,172.30.1.1,QUIC,196
Google Fi,3552,189.716036,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,3553,189.716104,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,3554,189.716139,172.30.1.250,172.30.1.1,QUIC,100
Google Fi,3555,189.716198,172.30.1.250,172.30.1.1,QUIC,100
Google Fi,3556,189.725139,172.30.1.250,172.30.1.1,QUIC,100
Google Fi,3557,189.727891,172.30.1.250,172.30.1.1,QUIC,100
Google Fi,3558,189.730888,172.30.1.250,172.30.1.1,QUIC,104
Google Fi,3559,189.818315,172.30.1.250,172.30.1.1,QUIC,1320
Google Fi,3560,189.818737,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,3561,189.819641,172.30.1.1,172.30.1.250,QUIC,112
Google Fi,3562,189.820303,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,3563,189.820347,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,3564,189.820369,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,3565,189.821391,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,3566,189.821707,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,3567,189.82337,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,3568,189.823463,172.30.1.250,172.30.1.1,QUIC,528
Google Fi,3569,189.82351,172.30.1.250,172.30.1.1,QUIC,148
Google Fi,3570,189.823723,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,3571,189.824102,172.30.1.1,172.30.1.250,QUIC,112
Google Fi,3572,189.87087,172.30.1.250,172.30.1.1,QUIC,100
Messages,6174,199.082904,172.30.1.250,172.30.1.1,TLSv1.3,124
Messages,6176,199.083235,172.30.1.1,172.30.1.250,TCP,88
Messages,6183,199.089744,172.30.1.1,172.30.1.250,TLSv1.3,124
Messages,6184,199.089822,172.30.1.250,172.30.1.1,TCP,88
Messages,6185,199.089942,172.30.1.1,172.30.1.250,TLSv1.3,124
Messages,6186,199.089973,172.30.1.250,172.30.1.1,TCP,88
Messages,6520,209.07599,172.30.1.250,172.30.1.1,TLSv1.3,124
Messages,6521,209.076665,172.30.1.1,172.30.1.250,TCP,88
Messages,6522,209.083888,172.30.1.1,172.30.1.250,TLSv1.3,124
Messages,6523,209.084197,172.30.1.250,172.30.1.1,TCP,88
Messages,6524,209.091252,172.30.1.1,172.30.1.250,TLSv1.3,124
Messages,6525,209.09141,172.30.1.250,172.30.1.1,TCP,88
Google Play Store,6526,211.952426,172.30.1.1,172.30.1.250,DNS,124
Google Play Store,6527,212.203611,172.30.1.250,172.30.1.1,DNS,140
Google Play Store,6528,212.206939,172.30.1.1,172.30.1.250,TCP,108
Google Play Store,6529,212.250901,172.30.1.250,172.30.1.1,TCP,96
Google Play Store,6530,212.251157,172.30.1.1,172.30.1.250,TCP,88
Google Play Store,6531,212.254449,172.30.1.1,172.30.1.250,TLSv1.3,668
Google Play Store,6532,212.25467,172.30.1.250,172.30.1.1,TCP,88
Drive,6533,212.306986,172.30.1.1,172.30.1.250,DNS,120
Google Play Store,6534,212.31391,172.30.1.250,172.30.1.1,TLSv1.3,304
Google Play Store,6535,212.314121,172.30.1.1,172.30.1.250,TCP,88
Google Play Store,6536,212.319559,172.30.1.1,172.30.1.250,TLSv1.3,152
Google Play Store,6537,212.319655,172.30.1.250,172.30.1.1,TCP,88
Google Play Store,6538,212.320334,172.30.1.1,172.30.1.250,TLSv1.3,340
Google Play Store,6539,212.320378,172.30.1.250,172.30.1.1,TCP,88
Google Play Store,6540,212.364294,172.30.1.250,172.30.1.1,TLSv1.3,972
Google Play Store,6541,212.365713,172.30.1.1,172.30.1.250,TCP,88
Drive,6542,212.372759,172.30.1.250,172.30.1.1,DNS,376
Drive,6543,212.378346,172.30.1.1,172.30.1.250,TCP,108
Drive,6544,212.381124,172.30.1.1,172.30.1.250,TCP,108
Drive,6545,212.423598,172.30.1.250,172.30.1.1,TCP,96
Drive,6546,212.426494,172.30.1.1,172.30.1.250,TCP,88
Drive,6547,212.430735,172.30.1.250,172.30.1.1,TCP,96
Drive,6548,212.431542,172.30.1.1,172.30.1.250,TCP,88
Drive,6549,212.435345,172.30.1.1,172.30.1.250,TLSv1.2,264
Drive,6550,212.435546,172.30.1.1,172.30.1.250,TLSv1.2,264
Drive,6551,212.435715,172.30.1.250,172.30.1.1,TCP,88
Drive,6552,212.435812,172.30.1.250,172.30.1.1,TCP,88
Drive,6553,212.482508,172.30.1.250,172.30.1.1,TLSv1.2,2760
Drive,6554,212.482851,172.30.1.1,172.30.1.250,TCP,88
Drive,6555,212.485178,172.30.1.250,172.30.1.1,TLSv1.2,2016
Drive,6556,212.485521,172.30.1.1,172.30.1.250,TCP,88
Drive,6557,212.488092,172.30.1.250,172.30.1.1,TLSv1.2,2760
Drive,6558,212.488306,172.30.1.1,172.30.1.250,TCP,88
Drive,6559,212.491146,172.30.1.250,172.30.1.1,TCP,1424
Drive,6560,212.491286,172.30.1.1,172.30.1.250,TCP,88
Drive,6561,212.491326,172.30.1.250,172.30.1.1,TLSv1.2,680
Drive,6562,212.491526,172.30.1.1,172.30.1.250,TCP,88
Drive,6563,212.512018,172.30.1.1,172.30.1.250,TLSv1.2,180
Drive,6564,212.512374,172.30.1.250,172.30.1.1,TCP,88
Drive,6565,212.517671,172.30.1.1,172.30.1.250,TLSv1.2,180
Drive,6566,212.517793,172.30.1.250,172.30.1.1,TCP,88
Drive,6567,212.51899,172.30.1.1,172.30.1.250,TLSv1.2,140
Drive,6568,212.519068,172.30.1.250,172.30.1.1,TCP,88
Drive,6569,212.519202,172.30.1.1,172.30.1.250,TLSv1.2,132
