App name,No.,Time,Source,Destination,Protocol,Length
URLLC_Synthetic,1,0.0,172.30.1.1,172.30.1.250,DNS,128
URLLC_Synthetic,2,0.585105,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,3,0.718716,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,4,0.909636,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,5,1.039337,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,6,1.055863,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,7,1.058275,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,8,1.329496,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,9,1.831532,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,10,1.841385,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,11,3.166349,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,12,3.217641,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,13,3.359759,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,14,3.610786,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,15,3.705428,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,16,3.807221,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,17,4.946629,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,18,6.551767,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,19,6.562211,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,20,7.288801,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,21,8.609989,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,22,8.699518,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,23,9.216411,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,24,9.709511,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,25,9.911942,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,26,10.596849,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,27,10.780094,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,28,16.335784,172.30.1.1,172.30.1.250,TCP,128
URLLC_Synthetic,29,16.515917,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,30,17.319105,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,31,17.37623,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,32,17.556363,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,33,17.755924,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,34,18.154554,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,35,18.623271,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,36,18.826387,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,37,29.733229,172.30.1.1,172.30.1.250,TCP,256
URLLC_Synthetic,38,30.988389,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,39,32.114198,172.30.1.1,172.30.1.250,DNS,128
URLLC_Synthetic,40,32.372268,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,41,32.573403,172.30.1.1,172.30.1.250,DNS,64
URLLC_Synthetic,42,32.685085,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,43,33.027183,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,44,39.738859,172.30.1.1,172.30.1.250,DNS,128
URLLC_Synthetic,45,39.873712,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,46,39.950701,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,47,40.303645,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,48,43.663169,172.30.1.1,172.30.1.250,DNS,128
URLLC_Synthetic,49,45.417989,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,50,45.689211,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,51,45.701003,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,52,46.499465,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,53,51.323822,172.30.1.1,172.30.1.250,TCP,256
URLLC_Synthetic,54,51.727232,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,55,52.013414,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,56,52.527578,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,57,53.090161,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,58,53.94757,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,59,54.466683,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,60,60.298693,172.30.1.1,172.30.1.250,DNS,64
URLLC_Synthetic,61,60.480102,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,62,60.770436,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,63,61.05584,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,64,67.250832,172.30.1.1,172.30.1.250,DNS,64
URLLC_Synthetic,65,67.508406,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,66,67.658728,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,67,68.409352,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,68,69.804688,172.30.1.1,172.30.1.250,DNS,64
URLLC_Synthetic,69,71.091367,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,70,71.635255,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,71,71.755309,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,72,72.29489,172.30.1.1,172.30.1.250,DNS,64
URLLC_Synthetic,73,72.587695,172.30.1.1,172.30.1.250,TCP,512
URLLC_Synthetic,74,72.746777,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,75,72.847883,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,76,73.398782,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,77,73.563955,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,78,73.768689,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,79,77.26391,172.30.1.1,172.30.1.250,TCP,128
URLLC_Synthetic,80,77.302227,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,81,78.33395,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,82,78.528045,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,83,78.553415,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,84,79.150124,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,85,79.458715,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,86,79.76408,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,87,80.998047,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,88,81.202378,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,89,81.368304,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,90,82.396563,172.30.1.1,172.30.1.250,DNS,64
URLLC_Synthetic,91,82.956484,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,92,83.405229,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,93,83.639343,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,94,85.02224,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,95,85.446597,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,96,86.344716,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,97,86.654235,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,98,87.460089,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,99,87.873863,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,100,88.755715,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,101,89.481496,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,102,89.862555,172.30.1.1,172.30.1.250,DNS,64
URLLC_Synthetic,103,90.097503,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,104,90.415414,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,105,91.149107,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,106,91.406355,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,107,91.566033,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,108,93.865342,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,109,94.046484,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,110,94.234244,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,111,95.781148,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,112,96.146565,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,113,96.95242,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,114,97.20033,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,115,97.274362,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,116,97.692374,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,117,98.428933,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,118,98.499094,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,119,99.546129,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,120,100.941465,172.30.1.1,172.30.1.250,DNS,64
URLLC_Synthetic,121,101.189149,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,122,101.294841,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,123,101.817485,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,124,103.243321,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,125,103.305066,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,126,103.89538,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,127,104.377303,172.30.1.1,172.30.1.250,TCP,256
URLLC_Synthetic,128,104.484082,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,129,104.858161,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,130,105.102079,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,131,105.208857,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,132,106.625262,172.30.1.1,172.30.1.250,DNS,128
URLLC_Synthetic,133,107.16915,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,134,107.789054,172.30.1.1,172.30.1.250,DNS,128
URLLC_Synthetic,135,109.478278,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,136,110.540387,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,137,111.728291,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,138,112.429147,172.30.1.1,172.30.1.250,DNS,64
URLLC_Synthetic,139,112.571487,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,140,112.799502,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,141,120.11513,172.30.1.1,172.30.1.250,TCP,512
URLLC_Synthetic,142,121.819538,172.30.1.1,172.30.1.250,TCP,256
URLLC_Synthetic,143,122.095122,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,144,122.422419,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,145,122.556381,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,146,125.310201,172.30.1.1,172.30.1.250,DNS,128
URLLC_Synthetic,147,125.475374,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,148,125.476608,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,149,127.201874,172.30.1.1,172.30.1.250,TCP,512
URLLC_Synthetic,150,128.247088,172.30.1.1,172.30.1.250,TCP,512
URLLC_Synthetic,151,132.100217,172.30.1.1,172.30.1.250,TCP,128
URLLC_Synthetic,152,132.368572,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,153,132.528251,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,154,133.10709,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,155,133.54471,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,156,134.049473,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,157,134.978336,172.30.1.1,172.30.1.250,TCP,256
URLLC_Synthetic,158,135.328653,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,159,135.458354,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,160,136.781237,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,161,138.106201,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,162,138.217609,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,163,139.245759,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,164,140.184955,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,165,140.5379,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,166,140.550146,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,167,141.333945,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,168,141.579567,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,169,141.580024,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,170,141.772656,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,171,141.875245,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,172,143.299086,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,173,143.644782,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,174,144.333987,172.30.1.1,172.30.1.250,TCP,512
URLLC_Synthetic,175,144.591128,172.30.1.1,172.30.1.250,TCP,512
URLLC_Synthetic,176,145.15593,172.30.1.1,172.30.1.250,TCP,256
URLLC_Synthetic,177,145.174025,172.30.1.1,172.30.1.250,TCP,512
URLLC_Synthetic,178,145.959451,172.30.1.1,172.30.1.250,TCP,128
URLLC_Synthetic,179,147.060637,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,180,147.958069,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,181,149.098036,172.30.1.1,172.30.1.250,DNS,64
URLLC_Synthetic,182,149.320813,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,183,150.352536,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,184,150.721411,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,185,151.687883,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,186,151.892617,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,187,152.082264,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,188,152.350619,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,189,156.169542,172.30.1.1,172.30.1.250,DNS,128
URLLC_Synthetic,190,156.200142,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,191,156.60395,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,192,156.821145,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,193,159.556037,172.30.1.1,172.30.1.250,DNS,64
URLLC_Synthetic,194,159.98484,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,195,160.627057,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,196,161.269274,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,197,162.843783,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,198,166.377844,172.30.1.1,172.30.1.250,DNS,64
URLLC_Synthetic,199,166.38261,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,200,167.106871,172.30.1.1,172.30.1.250,QUIC,64
URLLC_Synthetic,201,167.510282,172.30.1.1,172.30.1.250,QUIC,256
URLLC_Synthetic,202,168.075059,172.30.1.1,172.30.1.250,QUIC,128
URLLC_Synthetic,203,170.212448,172.30.1.1,172.30.1.250,TCP,256
